user_id,video_id_sequence
17421,"4564,2313,4163,220,4646,6535,4995,682,3616"
17422,"2297,5804,5825"
17423,"1868,1967"
17424,"4130,430,7237,5613,3921,2962,7183,2945,5898,791,5448,1561,7145,145,2527,6942,4158,232,1936,1225,4927,3159,3936,2031,6834,2383,2030,1212,6426,6497,4238,6769,7287"
17425,"6147,4636,5633,5239,3685,2303,1804,4506,1200"
17426,"5329,2004,1976"
17427,1725
17428,"54,2740,5295"
17429,"1835,5789,3831,3451,3210,3159,454,454,2912,4113,3587,5199,2049,6426,3936,7160"
17430,"1280,453,2171,526"
17431,"453,1868,3603,4004,5474,5474"
17432,"5414,221,6285,3233,3217,4672,7314,2359,4980,403,6044,3048"
17433,"4163,5399,5399"
17434,"2963,5310,3227,6346,2957,2962,4552,3352,453,2085,5047,6583,4420,2594,6712,5613,7136,1308"
17435,"6928,7098,5928,5928,3232,5073,2795"
17436,"2053,1868,6132,6132,6378"
17437,"7235,5463,4506,3665,1212,6769,1371,4640,2368,5986,3039"
17438,"5531,647,2171,5550,4980,2445,3874,6120,1457,647,5674,1935,5856,1279,3669,7374,2303,4955,7565,1103,1761"
17439,"1957,3273,3232,6041,5565,1868,289,289,5279,2509,3654,2695,6978,6406,2949,1717,2751,605,5561,274,7015,1412"
17440,"2399,5320,2808,3968,120,2551,711,5137,3136,2963,4882,6510"
17441,"6169,7181,4066,4546,432,1717,4915,3062,865,4415,2126"
17442,"4170,2524,5314,2483,331,1103,1103,6251,3982,4339,1083"
17443,"221,5831,5831,2158,2313,3866,4113,1438"
17444,"3375,2162"
17445,"1652,2083,1279,5928,5928,5351,2107,220,712,6268,3936,4336"
17446,"5550,4867,5351,6613"
17447,"252,4971,6718,3018,3866,5849"
17448,"4892,3925,2406,1,5603,4499,5695,1717,3315,4415,904,4705,5836,6113,5567,3442,1953"
17449,"5932,821,4081,4955,7172"
17450,"6987,2313,664,7160,445,1302,453,1173,6399,1069,1069,6026,2848,1756,4079,1537,6902,5590,1451,3255,4191,6865,4564,6303,4169,2171,6694,2664,5585,6860,1282,1169"
17451,"5809,6158"
17453,"7287,5490,6972,2981,6328,1707,685,2980,3844,3706,453,2273,3959,6775,626"
17454,"4194,1754,2030,1200,6282,2949,3670,1854,6267,5681,6177,4640,1280"
17455,"1694,4644,2863,2128,2981,5853,4172,3917,1868,2980,6531,1861,582,6346,6009,3892,2177"
17457,"80,1035"
17458,"2848,297,3955,3961,682,5826,4423,3557,4789,1749,6243,1679,1350,1707,2712,1412,145,3989,828,5565,1419,6418,2395,7521,2027,7088,744"
17459,"5955,6504,3006,7313,3640,6378,6441"
17460,"1261,1579,4873"
17461,"1969,2399,6346,2445,1725,1868,6946,664,1733,2968"
17462,"1691,3577,664,908"
17463,6531
17464,"5295,453,5239,918,6094,1750,2838,5351,6769"
17465,"5570,3142,4163,461,3113,6132,6132,4417,6553,5695,1252,1162,6368"
17466,"5107,664,7298,5291,2962,3369,4649,722,6019,29,3233,402,2307,4411,5029,4906,1133,4833,3143,1725,5633,7065,3217,7348,2216,6718,4276,2923,7124,3425,6072,893,2803,1912,3218,3779,274,2162"
17467,"6553,6921"
17468,"3520,3273"
17470,"6619,6619,5868"
17471,"577,6069,29,2347,3371,2524,7491,7026,5034,168,1744,4341,3273,4751,7064,1575,1743,6601,5159,6342,6720,605,3339,2510,5374,4193,4193,1200,3923,1886,655"
17472,"5844,4980,6973,368"
17473,"6907,3706,6918,7351,2464"
17474,3018
17476,"3991,272,1536,7177,5955,1323,7150,3032,6890"
17477,"1440,1725,1184"
17478,"3298,7017,5522,526,4636,3831,2646,1638,2719,1754,386"
17479,"3494,364,5363,4161,7036,2747,4496,1976,145,1483,2413,2464,299,2043,5347,48,6158,5220"
17480,"4386,1694,6229,6441,3419,7461"
17481,"6510,4814,145,5963,6426,1419,627,832,6921,3357,3000,3315"
17482,"6236,1516,4955,6227,5585,2790,6975"
17483,"7361,7015,969,1045,6510,6398,2332,1464,6425"
17484,"4586,6151,5545,4848,5602,2224,1103,1103,2613,2524,2529,4002"
17485,"2313,1440,4163,1069,4768,1725,3128,524"
17486,"5414,4672,6407,4506,4276,1033,2684,2684,1868,2328"
17487,"4113,3688,4003,5826,1335,7065,664,3654,792,3018,3640,5449,3866,2927,4569,4569,5620,3182"
17488,7270
17489,"6975,1808,7065,5603,2303,792,7015,1934"
17490,"5524,5239"
17491,"2700,6308,7432,6504,3541,2172,2406,3866,621,6718,4394,1184,226,6705,3557,5190,3018,7239,6921,3143,6006,6006,4113,1425,6397,5616,3603,4441,3244"
17492,"664,5414"
17493,4236
17494,"647,4313,3923,4814,3587,54,7181,2962,6291,886,204,3496,2225,4421,1868,4737"
17495,"2962,6605,3833,2303,1060,5447,3654,2166,4946,2581,6113"
17497,"5762,3179,4170,3858,4523,1410,580,2383,1386,2904,3377"
17498,"3334,6361,3129,5220,3978,5909,160"
17499,"3348,2510,1458,2347,2227,1174,3652"
17501,"5168,2962,4946,6364,1419,2303,3515,4892,6989,1868,5392,1412,6354,1539,493,493,308,2736,5633,2679,5199,4435,4435,681,6151,3570,3570,6209,3563,3504,1993,5158,39,1407,2828,2245,4990,1957,4711,1957,3836,5289,2257,2257,5374,5913,1458,476,476,3654,5011,3595,3595,140,4785,4560,4941,2091,7127,967,45,3587,5972,3018,3844,3186,1567"
17502,"4324,144,5132,3113,3416,971,5481,6514,5307"
17503,100
17504,"1160,4955,4889,2582,3436,2002,4494,1788,6074"
17505,"2693,5045"
17506,"19,483,3125,2162,7314,7087,4945,4945,760,3685,5298,3263,2303,4127,1271,5276,6209,3215,197"
17507,"6975,2202,4553,5029,4768"
17508,2359
17509,"3369,2360,3369,2654"
17510,3461
17511,"4644,5608,3359,1009"
17512,"2962,3624,3691,5860,5387,647,266,5872,6322,5733"
17513,"5414,682,3504,2348"
17514,"3310,6346"
17515,5370
17516,"5354,160"
17517,"1193,6415,3027"
17519,"5381,1998,627"
17520,"1281,1868,3625,3028"
17521,"4678,2944,1645"
17522,"4587,3723,4103,1655,1957"
17523,"627,4636,2303,3018,7471,2631,4460,2076,682,2181,2962,5419,500,2937,6962,4941,6694,1749,7287,3844,6701,6504,792"
17524,"4252,5507,6563,4636,4103,1993,804,226,4496,5860,3587,1018,2750,4333,6298,6989,5158,5148,2823,64,792,1058,1626,2747"
17525,"6229,5318"
17527,"682,869,251,6504,6009,4163,4003,678"
17528,"269,239,7044,3670,4980"
17529,"3196,2313,7261,4640,4405,5212,2571,7138,842,5351"
17530,"77,4646,6413,908,4185"
17531,"453,2941,7220,5620,3429,2506,4992,5551"
17532,"7017,977,1725,3315,6011,2962"
17533,2113
17534,"2999,1301,6528,4660,2980,792,5513,1391"
17535,7150
17536,"6478,4564,6058,4376,4417,5619"
17537,"160,3264"
17538,"1344,6365,6029,918,6613,3298,4002,2510,5239,3876,843,3467,4520,5258,3315,4894,2148,3455"
17539,"5849,1957,1957,6426,3315"
17540,"5536,2684,2684,683,7522"
17541,"5929,470,2364,6154,6063,120,3968,2822"
17542,"751,1725,4587,6132,6132,4569,4569,7283,1694,1694,459"
17543,"1868,4644,647,7017,5293,5032,3355,3159,2406,299,5083,2828,5031,3143,1498,2332,530,2949,7361,6975,2313,20,2869,5776"
17544,"4955,1957,3357,2066,605,2490,5879,6662,7162,354,6662,324,6975,1754,2790,6662,1754,4362,4636,6662,4199,6662,3581,6488,3929"
17545,"2303,1725,3215"
17546,"4636,5992,967"
17547,"3208,3208,240,832,4161,3018,2729,1976,3369"
17548,"269,5697,3685,300,1479,7466,2832,7066,5975,1069,5928,4045,3000,3587,3527,7407,5879,1016,2360,583,2684,2684,7486,1993,2206,697,7542,6012,2785,1693,6876,722,1964,1558,4473,5665,315,3913,37,2458,1725,1888,2030"
17549,"1868,57"
17550,"6103,3131,5464,4569,4569,6718,3235,3235"
17551,"509,4833,1440,3813,2740,3775,4955,4646,6416,3654,664,21,5571,1953,2383,3352,2456,3375"
17552,"3406,2456,393,822,7150,3060,1171,1645,2590"
17553,"1694,1694"
17554,"3224,4578,4567,2980,276,7412,6718,2886,5112,3322,1822,760,6497,6182,5975,4831,7065,936,7521,2795,6019,1285,7522"
17555,"962,2963,6236,6749,49,2981,7287,1701,748,3466"
17556,"7490,1318,3982,6441,582,3217,4833,3159,3056,1299,6282"
17558,"3917,6533,7040,2406,1668"
17559,"7431,7044,2273,6524,5664,6975,3844,537,7099,2751,383,2594,4496,3650,2091,7136,5522,2848,3647"
17560,"933,3386"
17561,"2464,3955,1162,1561,5425"
17562,"2171,706,706,3507,1754,3669,5175,3369,6921,4966,2986,7229,489,333,2445,5391,5675,4167,3706,2795,3551,3876,1371"
17563,"1162,7150,5939,299,6426,1773,7384,3027,3603,6862,2630,1188,4734,7052,6706,7296,682,1755,2303,5603,6554,1188,502,2659,3654,2863,3598,1668,2747,2806,3662,1715,1321,3600,4103,4672,2104,1276,4014,5497,792,403,2762,842,5633"
17564,6969
17565,"1412,220,3673,7150"
17566,"3431,2582,4980,2747,6787,6298"
17567,"5374,3273,3018,5168,299,6921,3563,1206,3541,3706,5729,596,2596,7370,7370,4672"
17568,"4633,1101,3673"
17570,"6531,3232,29,29,38,2148,2510"
17571,"3763,429,144,2684,2684,6094,6694,5393,3654,7234,1065,1552,5351,443,6282,6627,3913,1491"
17572,"1323,3917,1069,1069,403,5371,2980,1694,2268,6132,6132,1953,4672,6922,6922,1033,4569,4569,5020,6921"
17573,"1144,2786,1941,6574,2740,6909,5136,5239,3900,2826,851,650,2551,204,4152,4856,4277,193"
17574,"711,734,2224,3763,5456,112,5392,5751,4543,5785,5860,735"
17575,"4086,1059,6700,1915,1174,7150,6718,4945,7105,3978,1580,7136,6921,6718,1174,4214,67,4672,1848,4578,1366,289"
17576,"2607,1248,5318"
17577,"7341,3384,565,5975,5975,4479,3792,1033,7449,908"
17578,"7015,969,3032,7287,5590,988,4644,3250"
17579,"1725,2981,4587,3645,4710,5286,3018,682,6921,2544,582"
17580,"39,2897,7471,6117,4882,6890,6127,6801,7150,4430,559,2805,7267,6712,2339,5826,7114,1993,6282,6132,6132,4341,5290,2148,5948,1298,1569,2042,5791,4339,4311,4354,2332,1885,2555,4103,2208,6692,6298,2771,3131,228,5228"
17581,"453,6869,2559,6106,706,3708,5476,6407,6407,6769,3301,6094,605,6605,5545"
17582,"1778,6686,2980,1725,2035,2465,5571,2736,6775,6588,3600"
17583,"5907,1598,299"
17584,"5701,4583,908,4564,7287,5232,5593,2322,2435,4946,1345,5683,962,6181,4794,1979,4631,6337,7017,2054,5809,5512,4322,3104,4370,3740,3624,5615,5510,5701,2593,1934,2544,5293"
17585,"7372,650,3270,3369,2435"
17586,"402,6425,4276,2957"
17588,"3929,5683"
17590,"232,347,2684,2684,6346,4272,2941"
17591,"682,7233,3442,4644"
17592,"3970,3936"
17593,"1873,1873,2141,2581,792,1184,2630,6775"
17594,"6769,3159"
17596,"2416,1522,6117,4055,4185,2826,30,5616,5045,154,6388,6573,6573,2041,2736"
17597,"6601,177,2339,3876,4213,3033,3761,3277,2087,4607"
17598,"3357,6975,3654,2399,4506,3310,6346,7015,7160,613,4955,4541,3784,2158,1486,2140,627"
17599,"7136,4778,483,1069,6694,1804,605,2871,1498,2962,5391,3210,3000,2795,2303,383,6921,5010,6483,6191,2700,3248,4715,5373,4576,7268"
17600,"3988,152,4270,5571,5853,1548,1336,3393,299,5975,5975,2630,3018,4348,6132,6132,4564,2720,1378,506,5447,30,6009,7566"
17602,"3923,597,1957,1419,2436,6694,4662,1200,5289,5290,2747,758,6967,2957,5075,54,3523,3315,1164,881,5919"
17603,"2406,7217,648,454"
17604,"4590,4590,679,3683,3375,4411,2819,4270,3125,3018,2456,3208,3208,6996,6070,6291,2630,748,5225,7045,6132,6132,1813,3867,760"
17605,"6095,1323,7233,7233,1059,1962,904,6877,2430"
17606,"7014,5137"
17607,"2303,597,1159,2962"
17608,"3203,2684,5313,3024,5158"
17609,"4786,2679,2962,1412,3357,537,1419,2231,4644,1060,177,4899,7335"
17610,"7263,4973,2341,5037,2435,256,1749,6083,433,445,2661,7261,7372,3970,7257,7261,6947,3504,6496,2279,1230,4771,5175"
17611,6295
17612,"1694,4646,794,2582,5567,762,4228,3200"
17613,"4283,6968,3987,6181,5199,3563,493,4942"
17614,"1934,4946,1771,4113,6972,6303,3654,6003,6209,3298,2035,3482,4587,5546,7320"
17615,"5239,2594,6094,860,4624,194,792,5251,6504,5456,2924,4339,7138,3831,3352,3970,2721,7257,650"
17616,"1174,871,38,3654,5158,1744,4817,4167,4870,3339,54,3315,969,259,6888,1470,7160"
17617,"344,6268,4331,3641,1656,6014,1465,2243,1748,5783,4113,1868,6282,2614,6701,2854,7354,849,6243,1280,1075,6181,6019,1873,6595,2171"
17618,"1885,4937,5314,4506,4103,5978,6909,4214,7088,2893,2893,2483,4496,7507,6272,792,6831,2762,679,1410"
17619,"904,5197,4358,4292,6317,2590,3020,3281,7110,7360,6450,4906,3377,3775,6917,5494,1014,6835,5107,806,7015,6006,6006,5293,4433,3060,1458,3425,2611,6426,1598,7180,6973,1694,1694,5834,2983,3433,6556,6556,1660,140,1279,1392,3391,2049,2413,1915,272,6687,3272,5399,5399,3138,1891,5212,2740,1060,6141,3159,6866,1792,3936,6931,908,485"
17620,"226,5346,5083,2122,4631,5031,562,4511,1285"
17621,"6968,1189,5310,3911,2622,2551,1955,2435,4766,1695"
17622,"4577,5900,4640,3670,4063,6061,3393,1302,2383,3776,1939,2360,2957,2445,6149"
17623,"3273,7257,6922,6922"
17624,"2303,4750,1851,5239,4182,3970,3369,5927,3369,1402,3325,6842,7309,2594,6975,445"
17625,2303
17626,"7099,597,5513,7235,3652"
17627,"1861,3508,171,2586,2279,2833,2041,4633,4794,2483,6707,2303,2721"
17628,"6121,1655,2980,403,5931,3227,6527,3339,3892,3662,2680,6507,7107,157,3581,832,2004,36,4607,7491,6605"
17629,"4506,3068,5553,4201,204,1691,6824,6111,1229,4341,7105,5565,6328,3233,4915,6342,3926,2263,6407,2695,3929,5158,2365,474,2303,4106,2068,874,6507,1068,6804,5374,289,4892"
17630,3018
17631,"4673,1412,184,1679,4569,4569"
17632,"2740,1419,5572,5590,4113,2729,3695,7335,6236"
17634,"4486,736,722,1598,6441,908,6507,3428,3519,3936,3159,7105,7256,4506,5613,1133,2033,4644,4185"
17635,"7464,5034,1522,3603,3603,2313,860,6588,7195"
17636,"6382,7136"
17637,1868
17638,"6762,2544,789,7233,5123,832,6921,6584"
17639,"5831,3375,5695"
17640,"682,1621,2104,2535,6946,3099,2736,3113,664,3018,6862,3625"
17641,"7551,6286,7051,3325,489,4640,6955,4214,2030,5759,500,5159,2435,6065"
17642,"2772,5073"
17643,"7104,3310,3198,1868,2544,6303"
17644,"5373,6989,5168,6425,3654,3182,3182,3018,5633,5683,5474,5474"
17645,"708,2678,3575,4417,4567,6599,1323,5429"
17646,"6972,2173,2920,7335,7235,6308,2177,2177,1440,397,6132"
17647,"3505,558,4640,3929,6551,6551,1717,5879,1841"
17648,"6588,2535"
17649,"2596,6688"
17650,"1725,6975,2187,2850,2126,77,3600,6531"
17651,"222,5414,2179,559,5983,1861,6867,1575,5633,3033,6447,1225,6033,6033,706,2795,1282,6815,5158,5949,5879,4172,4870,1957,1957"
17652,"6433,453,5838,2347,2795,2399,1744,947,4870,5522,6507"
17653,"2331,1691,7253,5433,3978,3050"
17654,"385,5169,29,220,385,2556,6211,4258"
17655,"3978,5239,4750,175,4856,7309,3893,6769"
17656,"5809,2941,7219,2254"
17657,"3923,1725,5036,7298,6994"
17658,"4060,1633,3273,7085,2811,6483"
17659,"728,728,7494,152,7114,682,1438,1414,1069,1069,953,3903,2957,627,2747,714,5664,4481,5259,1785,2004,4739,5513,3871"
17660,"5034,1486,93,3703,4907,3670,3071,4346,4576,6237,4646,3982,3648,1028,4277,445,3969,3951,6916,5176,6390,2304,3764,1652,697,7072,4520,93,4576,263,748,1424,3663,6589,3670,530,5926,2397,5928,5597,4750,300,2461,454,1170,7318,3187,4277,2710,2054,527,3175,5566,1130,4383,19,38,19,5759,2347,6975,3673,2986,3430,1693,2636,331,1750,2921,2368,1930,3594,6978,4567,6932,4955,2927,2711,2544,6179,5641,4856,6629,6090,7308,6056,5400,6225,5661,1888,3706,5968,6015,4020,1744,3594,6749,6778,5591,5137,3884,27"
17661,"445,2544,5683,1389,1868,2655,868"
17662,"3831,6876,4640,5697,2167,650,2171,5522,3951,2464,2165,6769,1638,3518,2491,2303,969,3706,2395,4288,5243,6463,4636,5295,5790,4900,4309,5416"
17663,"1725,6426"
17664,"1221,1221,2981,1868,6346,4646,7321,4058,3625,3375,3240,5683,7065,4172,3198,6918,6019,3199"
17665,"2268,1059,908,2400,7356,3603,7321,995,6476"
17666,"6887,5295,1950,5034,2551,1896,4856,6267,2786,2697,445,3369,1909"
17667,"663,3301,2397,6496,5783,6921,6342,6531,5513,716,2303,499,1285,7211,5246,445,1939,2871,7261"
17668,"5398,6390,6120,5674,2871,4167,7229,2347,1504"
17669,"5033,6117,2982,3937,5506,5034,3050,2981,1549,3018,1340,3778,6085,2303"
17670,7136
17671,"1957,4332"
17672,"2935,6324,29,2399,849"
17673,"6476,2313,5613"
17674,"2483,7136,4644"
17675,"4158,1993,647,6082,2654,1902"
17676,"7192,5259,5474,5474,3005,4661,2684,2684,6006,6006,5371,7335,6031,1386,6514,4523,1843,6666,4569,4569,3093,2630,6069,1103,1103,6641,2456,5481,6371,3182,3182"
17677,"1625,6272,1976,3310"
17678,"165,1815,2087,6604,6328,596,6979,3281,6659,2245,1184,6869,934,1695,6317,304,1650"
17679,"4646,57"
17681,"5036,728,728,4113,4160"
17682,"2351,6426,1868,2399,4955,5882"
17684,"2028,6346,5418,4047,5033,7471,1868,4130,1959,1359,6605,3238,38,6775,2897,4517"
17686,"2972,5107,1328,6541,6706,3560,1323,6479,1147,1527,3386,4710,3255,6286,1266,5871,5489,6917,3954,6535,4166,6835,6979,3018,3366"
17687,"1868,4971,2303,4173"
17688,"1487,38,2926,1806,1569,5168,4607,4644,4065,3451,2659,1707,3149,6524"
17689,"6942,1541,7044,3352,4640,6291,445,4702,4108,3685,3647,1268"
17690,"1725,2962"
17691,"2678,3641,6281,5585,2395"
17692,"6902,4640,7240,2594,4199"
17693,"1729,3232,3273,1668,6072,5620,4166,1694,3129,5391,6026,3004"
17694,"2734,4751,2114,5315,2114,4588,7199,6202,2697"
17695,"1321,5135,757,2630,4214,6831,3872,5734,6972"
17696,"1328,453"
17697,"5729,4258,5553,5429,5809,3991,403,2113,6775,3018,6831,3018,4567,1440,3032,1323,6862,6026,4587,3310,3027,664,2901,5414,3600,2456,623,6870,4672,1953,108,1266"
17698,"5168,3018,6769,4882,3221,1650,4584,3654"
17699,"4405,6031,7551,277,1216,239,4555,4331,5212,4506,2160,6694,7051"
17700,"4636,3342,3182,3182,4702,2030,7097,6601"
17701,"3978,21,687,1184,7470,4258,792,2303,7233,5614"
17702,"3000,104,3685"
17703,"2806,5227,5227,2848,511,6032,5480,5096,5474,5474,980"
17704,"2607,5794,474,368,2399,910,6978,6921"
17705,"6291,3150,3708,3708,5774,2336,605,5028,4460,658,7339"
17706,"1868,3504,6067,2303,7136,7486,2963,2171,4486"
17707,7015
17709,"7014,7287,3858,1754,1964,1707"
17710,"4323,4055,3926,5519,2803,1410,5695"
17711,1976
17712,"5374,5215,969"
17713,"2962,1068,4077,4498,5872,5446,5107,4506,4649,7257,7354,5277,1993,2559,7060,4063,5545,7181,1184,3423,4945,6589,567,1033"
17714,"3238,7017,3387,4644,3273,2962,6308,2303,4946,2923,6968,3334,204,792,6989,2313,35,1934,6113,1045,3018,6921,2806,3876,6718,226"
17715,"4929,4151,497,3243,3850,295,1547,961,1717,602,2801,6209,1957,6631,6527,5809,950,5249,4953,710,2712,3587,6001,5532,2828,2121,4899,2949,6763,2186,3319,537,5613,1010,7127"
17716,"1478,299,5632"
17717,"149,7105,682,870,7335,7186,3233,2297,2297,1909,4814,5954,7169,3709,5107,2614,1184,3661,3603,849,2997,7256,3662,6917,1412,7113,2399,2684,2684"
17718,"3458,682,2004,2949,5158,413,2274,4277,6346,3507,6308,6106,2797,3951,6108,140,6605,7272,5452,3128,5070,6103,1146,6268,5456,1957,607,1749,3074,2160"
17719,"3232,5882,4506"
17720,"3245,7566,3182"
17721,"678,1701,5211,626"
17722,"5318,1394,3286"
17723,"562,128,445,2363,3902,7478"
17724,"3018,6298,2659,5133,5031,6236,6459,5933,2714,2454,613,1804,5174"
17725,"2328,6390,7172,1600,3600,474,5318"
17726,"3233,7298,5553,226,6911,2562,3143,3359,3359,4980,2665"
17727,"2054,7058"
17728,"7494,5158,832,1279,3989,98,4501,1033,4339,1721"
17729,"1462,5928,3923,948,2303,4966,7229,6921,4870,3666"
17730,"6106,3833,537,4107,5314,2397,1934,1851,3352,2171,4941,758,5008"
17731,"647,7172,453,2399"
17732,"4768,6921,664"
17734,"4079,7015"
17735,"5695,2128,5851,2465,403,3273"
17736,"4980,185,4955,1176"
17737,"2399,682,489,36,5683,5774,2848,6775,4771,1741,2158"
17739,"5180,2179"
17740,"6147,5168,2329,3685,3298,2274,597,3654,605,6962"
17741,"5907,633,4646,299,2999,7058,2529,2980,5603"
17742,"3819,6035,4477,2630,3094,5928,5928,6407,6407,3184,151,4032"
17743,"5374,3232,5159,2351,370,6720,1575"
17744,"5729,760,6831,461,3113,6378,1668,403,3334,162"
17745,"1749,3239,1285,2842,7081,2817,4794,1976,1938,1938,197"
17746,"2806,7015,1478"
17747,"5212,3188,2962,5939,6303,4161,6439"
17748,"4873,7334,7105,7140,5205,5772,1957,1403,6718,5591,7192,6132,6132,5244"
17749,"7122,2908,4032"
17750,"5695,1668,5073,274,6072,3232,1868"
17751,"4075,1430,5201"
17752,"4214,3336,1062"
17753,"1725,6504,3352,3369,3706"
17754,"6815,2273,7336,2606,6346,1976,5158,3159,6961,4278,5391,4673,2030,3581,4741,5675"
17755,"445,7466,2594,4640,6769,6252,5522,6241"
17756,"6536,7181,462,7181,3765,2383,4644,6507,6799,5045,292,592"
17757,6831
17758,"1014,6787,2835,4451"
17759,"4439,3339,1626,5198,4955,453,5553,1957,1957,5809,1015,2186,3524,947"
17760,"89,2630,2523,3005,6922,6922"
17761,"6132,6589,4705,5169,2456,3152,1038,509,6453"
17762,57
17763,"3310,627,923,6179,2785,4955,6507,1833,2871,6095,5561,6047,1282,1164"
17764,"6202,4803,2213,1069,1069,1700,6006,6006,4748,6413,714,3970,7136"
17765,"6241,1588,2279,1483,4130,1621,6193,711,5674,4313,5374"
17766,"1440,4234,7105"
17767,1634
17768,"2605,6478,6478,5519,1133,5975,5975,4254,2751,5567,3232"
17769,"2544,1694,1694,445,3010,2607,1033,7150,2678,4258"
17770,"2406,4656,580,4833,1668,1014,5879,6634,4084,6718,4099,7507"
17771,"4904,2786"
17772,"6061,4631,2030,597,969,6015"
17773,"3461,3760,7341"
17774,"4672,1953,5567,1133,5966,6280,1038"
17775,"489,4335,7031,6769,3968,1725,843,31,2524,711,3936,1936,5297,4506,2559,3032,1902,6135,6094,4336,453,1656"
17776,"1289,2607,6531,6922,6922,2501,1986,1986,5474,5474,6725,3595,3595"
17777,"3706,300,254,627,5522,3923"
17778,"5603,7518,3154,1694,1248,2630,7040,2048,5220,2177,2406,2113,4998,6009,2535"
17779,"4062,3161,3217,5381"
17780,"2140,4646,4904,2630,6634,7136,4891"
17781,"3742,366,6599,1133,291,1892,2607,6531,6478,1660,403,49,4803,3271,49,3271,1953,760,4448,2128,6425,6866,667,6357"
17782,"1379,2537,4988,6286,647,947,7209,878,3239,6390,6284"
17783,"4640,3462,6179,1976"
17784,"5047,2002,4640,655,4506,7542"
17785,"665,1129,6989,4242,2790,145,4702,2949,7229,3916,657"
17786,"6485,2249,3270,47,5725,6917,7373,5917,775,4678"
17787,"3662,4737,4737,4124,4580,3740,6921,1760,41,706,1957,1957,5049,7223,1879,7172"
17788,"208,6485,7273,645,3125,2177,6229,5381,1755,1478,2387,3018,5704"
17789,"2363,3955,3238,2153,1271,3587,6981,2027,2712,4955,2245,2848,682,6423,627,792"
17790,"1200,7264,5633,6103,1396,7272,5093,5615,4111,2980,4636,5449,3627,2729,1754,868,6303"
17791,"2313,2870,5392,7136,6921"
17792,"5379,3565,5572,6113,4283,3959,6943,4941"
17793,"3125,1868"
17794,"1009,4134,2313,1873,2464"
17795,"2506,2747,6504,7253,6968,4646,1038,7482,3461,2227,5928,5928,1652,5371,1498,2630,2795,1868,7334,1132,4106,3892"
17797,"159,7160,7242,4546,6450,5971,4689,4415"
17798,"1575,6154,1323,3923,4569,4569"
17799,"1873,2786,3984,1552,7263,655"
17800,4640
17801,"918,6972,5456"
17802,"4004,3478,1872"
17803,"2201,3587,2303,6164,4631,2655"
17804,"299,6682,967,682,2054,5201,1248"
17805,"2383,5683,3239,6147,3685,5374,3387,2790,1639,1164,1936,1804,5759,868,6975,145,3090,5009,3706,6989,7287,3876"
17806,"299,5430"
17807,"7150,4552,3128"
17808,"5418,4644,4640,4584,473,3831,7336"
17809,"5948,6524,5633,2399,4130,4644,6565,5933,1787,2590,2273"
17810,6743
17811,"7334,2254,2630,1912,7098"
17812,"3334,6531,5073,933,5225"
17813,"6291,3740"
17814,"3325,3352,2838,419,419,699,3706"
17815,"2444,1808,2729,4937,6975,2582,5168,6876,5094,2794,3143,4322,527"
17816,"453,7051,3369,4785,7136"
17818,"626,6191,2322,3691,1707,226,2456,3208,3208,2313,2981,1934,4481"
17819,"6659,5778,904,937,4185,5414,4644,1798,6328,3116"
17820,"2786,3577,4551,6974,2684,5433,580,3128"
17821,"7398,2063,962,4640,2963,3670,453,473,5603,3462,1064,1350,6236"
17822,"6677,6069,1381,5692,5252,3268,7150,5323,254,2575,7259,2795,2751,2921,101,5910,5403"
17823,"5307,1725,2162,7399,4937,4788,4496"
17824,"3913,185,6425,2808,6903,2969,2969,324,5697,3301,605"
17825,"2533,4552,2399,54,3082,6429,1486,3623,259,5397,2171,3685,5561,6426,627"
17826,"6425,1033,4185,5928,7072,6205,3978,6346,3662,7474,6243,3010,6677,4528,6111,5354,2819,5135,6308,5449,289,5553,5565,1800,160"
17828,"2944,5844,6531"
17830,"3662,2630,1888,4443,7073,3416,4578,6535,5274,6478,5567"
17831,"1184,5397"
17832,"804,7308,5239,2740,7124,6236,3334"
17833,"5613,2171,4636,7336,6769"
17834,"2848,4646"
17835,"473,3844,6025,6518,5590,4038,1590,6139,4823,2322,6512"
17836,6507
17837,"6754,3094,5724"
17838,"2399,6591,6746,4646,1725,3654,1274"
17839,5318
17840,"5702,7026,5809,7138,5463,3775,2509,4980,4650,29,2986,5107,6286,4887,2803,5825,5034,1343,1892,4063,6688,440,2399,6036,4607,6530"
17841,"7459,2483,3888,7150,3369,4983,1799,4214,6507,2630,5318,2041,5844,1403,1403,4106,1402,1596,6946"
17842,"4190,2573,5159,6106,6687,3325,703,2383,1695"
17843,"2949,5565,1934,2303,5869"
17844,"3763,6888,6687,1993,6342,2717,842,6341,7213,655,597,1280,4955,3784,1851,6286"
17845,"863,6478,705,7323,5512,2968,1014,3465,4506,6024,1556,6885,5034,5318,2724,5399,5399,2867"
17846,"524,1279,1274,3164"
17847,"5381,7160,3970,6979"
17848,"962,2945,5561,1052,1052,5626,4332,4584,7287,1868,3232,1133,299,5318,160,3681,2465,3587"
17849,"3483,6524,4277,4421,2912,3912,627,2962,4100,3670,3822,185,4100,2140,4210,6901,2564,6842,3623,642,1656"
17850,2171
17851,"3113,1725,7314,7314,728,3018,6588,4113,631"
17852,"1395,2821,1164,2132,4631,2438,5443,4814,6712,5238,5133,2962,4614,483,1960,6426,6447,5374,4284,606,4379,4496"
17853,"6132,6132,1694,1694"
